fy,pb,compb,projectid,budgetline,theme,orborough,orcd,sponsor,project,descr,amount,address,addresstype,stno,stname,borough,zipad,zipgis,latitude,longitude,comdist,ct10,cb10,ct00,cb00,cd
2016,,,ho cn022,,health and hospitals corporation,k,"96, 47, 44, 92, 48","citywide, treyger, greenfield, brooklyn delegation, deutsch",coney island hospital,,"1,700,000","2601 ocean pkwy, brooklyn, ny 11235",,2601,ocean pkwy    ,brooklyn,11235,11235,40.586552,-73.966168,313,370,3004,370,4000,48
2016,,,p cn200,,parks and recreation,q,19,vallone,college point fields ,,"50,000","26-01 ulmer st, queens, ny 11354",,26-01,ulmer st,queens,11354,11354,40.773158,-73.837307,407,907,1011,907,1010,19
2016,,,hd nc036,,housing preservation & development,m,9,dickens,randolph houses (trinity west harlem),,"411,000","261 w 114th st, ny, ny 10026,",,261,w 114th st   ,manhattan,10026,10026,40.802724,-73.955366,110,218,3001,218,3001,9
2016,1,,pw nc039,,human resources,m,"96, 6","citywide, rosenthal",west side center for community life,,"230,000","263 west 86th st, ny, ny 10024",,263,west 86th st   ,manhattan,10024,10024,40.788672,-73.977332,107,175,5001,175,3001,6
2016,,,e cn559,,education,k,47,treyger,ps 337k international at lafayette,,"50,000","2630 benson ave, brooklyn, ny 11214",,2630,benson ave    ,brooklyn,11214,11214,40.594291,-73.98577,313,306,1000,306,1000,47
2016,,,e cn558,,education,k,47,treyger,ps 348k sports management,,"100,000","2630 benson ave, brooklyn, ny 11214",,2630,benson ave    ,brooklyn,11214,11214,40.594291,-73.98577,313,306,1000,306,1000,47
2016,,,e cn565,,education,k,47,treyger,ps 468k kingsborough early college,,"75,000","2630 benson ave, brooklyn, ny 11214",,2630,benson ave    ,brooklyn,11214,11214,40.594291,-73.98577,313,306,1000,306,1000,47
2016,,,e cn567,,education,k,47,treyger,ps 559k life academy for film and music,,"100,000","2630 benson ave, brooklyn, ny 11214",,2630,benson ave    ,brooklyn,11214,11214,40.594291,-73.98577,313,306,1000,306,1000,47
2016,,,e cn557,,education,k,47,treyger,ps 572k expeditionary learning for community leaders,,"50,000","2630 benson ave, brooklyn, ny 11214",,2630,benson ave    ,brooklyn,11214,11214,40.594291,-73.98577,313,306,1000,306,1000,47
2016,,,e cn222,,education,r,51,ignizio,ps 572k gaynor mccown expeditionary learning for community schools,,"50,000","2630 benson ave, brooklyn, ny 11214",,2630,benson ave    ,brooklyn,11214,11214,40.594291,-73.98577,313,306,1000,306,1000,47
2016,,,e cn382,,education,r,50,matteo,ps 572k gaynor mccown expeditionary learning for community schools,,"50,000","2630 benson ave, brooklyn, ny 11214",,2630,benson ave    ,brooklyn,11214,11214,40.594291,-73.98577,313,306,1000,306,1000,47
2016,,,p cn233,,parks and recreation,x,15,torres,poe cottage,,"300,000","2640 grand concourse, bronx, ny 10458",,2640,grand concourse    ,bronx,10458,10458,40.865259,-73.894987,207,39901,4000,39901,2002,15
2016,,,pv nc260,,cultural affairs,m,1,chin,henry st settlement,,"175,000","265 henry st, ny, ny 10002",,265,henry st    ,manhattan,10002,10002,40.713857,-73.984532,103,202,1002,202,1002,1
2016,,,pv nc320,,cultural affairs,m,2,mendez,henry st settlement,,"150,000","265 henry st, ny, ny 10002",,265,henry st    ,manhattan,10002,10002,40.713857,-73.984532,103,202,1002,202,1002,1
2016,,,e pn002,,education,k,37,espinal,ps 89k cypreps hills,,"100,000","265 warwick st, brooklyn, ny 11207",,265,warwick st    ,brooklyn,11207,11207,40.677697,-73.886936,305,1170,1002,1170,1002,37
2016,,,p cn166,,parks and recreation,m,10,rodriguez,inwood hill nature center,,"100,000","269 dyckman st, ny, ny 10034",,269,dyckman st    ,manhattan,10034,10034,40.866824,-73.928811,112,297,1000,297,9003,10
2016,,,e cn609,,education,x,13,vacca,ps 721x stephen mcsweeney,,"50,000","2697 westchester ave, bronx, ny 10461",,2697,westchester ave    ,bronx,10461,10461,40.842289,-73.838949,211,284,1024,258,1009,13
2016,,,e cn924,,education,k,38,menchaca,ps 27k agnes y humphrey for leadership,,"50,000","27 huntington st, brooklyn, ny 11231",,27,huntington st    ,brooklyn,11231,11231,40.677564,-74.005166,306,59,2026,59,2009,38
2016,,,e cn547,,education,m,6,rosenthal,ps 199m jessie isador strauss,,"150,000","270 west 70 st, manhattan, ny 10023",,270,west 70 st   ,manhattan,10023,10023,40.778059,-73.984449,107,155,6000,155,1000,6
2016,,,hl nc124,,health,q,23,district 23,long island jewish medical center,,"143,000","270-05 76th ave, queens, ny 11040",,270-05,76th ave    ,queens,11040,11004,40.753347,-73.706795,413,155102,3000,155102,3000,23
2016,,,e cn210,,education,k,40,eugene,ps 399k stanley eugene clark ,,"255,000","2707 albemarle road, brooklyn, ny 11226",,2707,albemarle road    ,brooklyn,11226,11226,40.648044,-73.951891,317,824,3001,824,3001,40
2016,,,p cn117,,parks and recreation,m,3,johnson,downing playground,,"774,000","273 6th ave, ny, ny 10014",,273,6th ave    ,manhattan,10014,10014,40.729678,-74.002205,102,67,2001,67,2001,3
2016,,,hd nc037,,housing preservation & development,k,43,gentile,contello towers 2,,"238,000","2740 cropsey ave, brooklyn, ny 11214",,2740,cropsey ave    ,brooklyn,11214,11214,40.587446,-73.989184,313,314,2011,314,1008,43
2016,,,e cn062,,education,x,17,arroyo,ps 10x,,"62,000","2750 lafayette ave, bronx, ny 10465",,2750,lafayette ave    ,bronx,10465,10465,40.827471,-73.829753,210,152,1002,154,1002,13
2016,,,e cn607,,education,x,13,vacca,ps 304x early childhood,,"100,000","2750 lafayette ave, bronx, ny 10465",,2750,lafayette ave    ,bronx,10465,10465,40.827471,-73.829753,210,152,1002,154,1002,13
2016,,,hd nc046,,housing preservation & development,x,15,torres,serviam heights  senior community life,,"500,000","2751 grand concourse, bronx, ny 10468",,2751,grand concourse    ,bronx,10468,10468,40.868185,-73.89278,207,40303,1001,40301,1001,14
2016,,,e cn139,,education,x,11,cohen,ps 86x kingsbridge heights,,"50,000","2756 reservoir ave, bronx, ny 10468",,2756,reservoir ave    ,bronx,10468,10468,40.869835,-73.89874,207,409,1006,409,1007,11
2016,,,e cn125,,education,x,11,cohen,ps 442x celia cruz bronx of music,,"75,000","2780 reservoir ave, bronx, ny 10468",,2780,reservoir ave    ,bronx,10468,10468,40.870293,-73.898309,207,409,1006,409,1007,11
2016,,,e cn070,,education,k,42,barron,ps 159k isaac pitkin,,"75,000","2781 pitkin ave, brooklyn, ny 11208",,2781,pitkin ave    ,brooklyn,11208,11208,40.675766,-73.869469,305,1200,1006,1200,1006,42
2016,,,e cn071,,education,k,42,barron,ps 159k isaac pitkin,,"35,000","2781 pitkin ave, brooklyn, ny 11208",,2781,pitkin ave    ,brooklyn,11208,11208,40.675766,-73.869469,305,1200,1006,1200,1006,42
2016,,,e cn157,,education,k,36,cornegy,ps 636k young scholars academy for discovery and exploration,,"250,000","280 hart st, brooklyn, ny 11206",,280,hart st    ,brooklyn,11206,11206,40.694086,-73.940744,303,281,3000,281,4000,36
2016,,,e cn752,,education,r,49,rose,ps 861r staten island of civic leadership,,"100,000","280 regis drive, staten island, ny 10314",,280,regis drive    ,staten island,10314,10314,40.620676,-74.164277,501,30301,1006,30301,1020,49
2016,,,e cn554,,education,k,47,treyger,ps 410k abraham lincoln,,"100,000","2800 ocean parkway, brooklyn, ny 11235",,2800,ocean parkway    ,brooklyn,11235,11235,40.581681,-73.967308,313,354,1004,354,1010,47
2016,,,hn cn071,,city university of new york,r,96,citywide,college of staten island,,"700,000","2800 victory blvd, staten island, ny 10314",,2800,victory blvd    ,staten island,10314,10314,40.608853,-74.153335,502,27301,1003,27301,1003,50
2016,,,hn cn107,,city university of new york,r,50,matteo,college of staten island,,"125,000","2800 victory blvd, staten island, ny 10314",,2800,victory blvd    ,staten island,10314,10314,40.608853,-74.153335,502,27301,1003,27301,1003,50
2016,,,hn cn122,,city university of new york,r,49,rose,college of staten island,,"100,000","2800 victory blvd, staten island, ny 10314",,2800,victory blvd    ,staten island,10314,10314,40.608853,-74.153335,502,27301,1003,27301,1003,50
2016,,,e cn659,,education,q,26,van bramer,ps 555 newcomers,,"50,000","28-01 41 ave, queens, ny 11101",,28-01,41 ave    ,queens,11101,11101,40.751356,-73.937445,401,33,2006,29,1015,26
2016,,,e cn660,,education,q,26,van bramer,ps 575q academy for american studies,,"35,000","28-04 41 ave, queens, ny 11101",,28-04,41 ave    ,queens,11101,11101,40.751331,-73.937434,401,33,1003,27,1002,26
2016,,,ha cn013,,housing authority,m,1,chin,la guardia houses,,"70,000","282 cherry st, ny, ny 10002",,282,cherry st    ,manhattan,10002,10002,40.711387,-73.988356,103,6,5001,6,2000,1
2016,,,e cn692,,education,k,45,williams,ps 405k midwood,,"180,000","2839 bedford ave, brooklyn, ny 11210",,2839,bedford ave    ,brooklyn,11210,11210,40.633237,-73.952929,314,772,2001,772,2002,45
2016,,,e cn581,,education,k,47,treyger,ps 90k,,"50,000","2840 west 12 st, brooklyn, ny 11224",,2840,west 12 st   ,brooklyn,11224,11224,40.578255,-73.979628,313,350,2003,34802,1000,47
2016,,,e cn108,,education,m,1,chin,ps 110m florence nightingale,,"75,000","285 delancy st, manhattan, ny 10002",,285,delancy st    ,manhattan,10002,10002,40.715915,-73.979893,103,12,3002,12,1003,1
2016,1,,ln cn029,,new york public library,x,11,cohen,mosholu branch,,"300,000","285 east 205th st, bronx, ny 10467 ",,285,east 205th st   ,bronx,10467,10467,40.874207,-73.878343,207,423,3001,423,3001,11
2016,,,pw nc069,,public buildings,k,33,levin,brooklyn bureau of community service,,"100,000","285 schermerhorn st, brooklyn, ny 11217",,285,schermerhorn st    ,brooklyn,11217,11217,40.687759,-73.982898,302,37,1010,37,1005,33
2016,,,e cn566,,education,k,47,treyger,ps 728k liberation diploma plus,,"100,000","2865 west 19th st, brooklyn, ny 11224",,2865,west 19th st   ,brooklyn,11224,11224,40.577208,-73.985953,313,326,1001,326,1001,47
2016,1,,wp cn001,,parks and recreation,k,39,lander,union st and 9th st ,,"150,000","289 9th st, brooklyn, ny 11215",,289,9th st    ,brooklyn,11215,11215,40.669573,-73.987098,306,137,3001,137,3002,39
2016,,,e cn168,,education,k,35,cumbo,ps 430k brooklyn tech,,"200,000","29 ft greene place, brooklyn, ny 11217",,29,ft greene place   ,brooklyn,11217,11217,40.688834,-73.976905,302,33,1001,33,1001,35
2016,,,hn cn064,,city university of new york,k,"96, 92, 40, 45","citywide, brooklyn delegation, eugene, williams",brooklyn college,,"1,000,000","2900 bedford ave, brooklyn, ny 11210",,2900,bedford ave    ,brooklyn,11210,11210,40.631691,-73.952656,314,772,2003,772,2003,45
2016,,,pv nc100,,cultural affairs,x,"96, 21, 14, 15","citywide, ferreras, cabrera, torres",ny botanical garden,,"7,000,000","2900 southern blvd, bronx, ny 10458",,2900,southern blvd    ,bronx,10458,10458,40.865684,-73.883312,227,334,1021,334,9007,15
2016,,,hl nc098,,health,q,"96, 94, 30, 32","citywide, queens delegation, crowley, ulrich",st marys hospital for children,,"580,000","29-01 216th st, queens, ny 11360",,29-01,216th st    ,queens,11360,11360,40.776437,-73.770182,411,1093,2002,1091,1001,19
2016,,,ha cn036,,housing authority,k,46,maisel,sheepshead bay / nostrand houses ,,"250,000","2912 ave x, brooklyn, ny 11235",,2912,ave x    ,brooklyn,11235,11235,40.593737,-73.94115,315,59402,1002,59402,1002,48
2016,,,e cn100,,education,m,1,chin,ps 234m independence,,"300,000","292 greenwich st, manhattan, ny 10007",,292,greenwich st    ,manhattan,10007,10007,40.71602,-74.011035,101,21,2002,21,2003,1
2016,,,e cn103,,education,m,1,chin,ps 137m john l bernstein,,"50,000","293 east broadway, manhattan, ny 10002",,293,east broadway    ,manhattan,10002,10002,40.71457,-73.983724,103,202,1002,202,1002,1
2016,,,e cn112,,education,m,1,chin,ps 134m henrietta szold,,"92,000","293 east broadway, manhattan, ny 10002",,293,east broadway    ,manhattan,10002,10002,40.71457,-73.983724,103,202,1002,202,1002,1
2016,,,e pn001,,education,k,37,espinal,ps 214k michael friedsam,,"300,000","2944 pitkin ave, brooklyn, ny 11208",,2944,pitkin ave    ,brooklyn,11208,11208,40.676513,-73.863151,305,1202,1002,1202,1004,37
2016,,,e cn580,,education,k,47,treyger,ps 288k shirley tanyhill,,"250,000","2950 west 25 st, brooklyn, ny 11224",,2950,west 25 st   ,brooklyn,11224,11224,40.574411,-73.99194,313,342,1000,342,1000,47
2016,,,e cn988,,education,x,13,vacca,ps 72x dr william dorney,,"60,000","2951 dewey ave, bronx, ny 10465",,2951,dewey ave    ,bronx,10465,10465,40.822604,-73.818247,210,158,1005,158,1005,13
2016,,,e cn304,,education,q,20,koo,ps 242q leonard p stavisky early childhood,,"100,000","29-66 137 st, queens, ny 11354",,29-66,137 st    ,queens,11354,11354,40.771265,-73.831525,407,88901,4001,88901,4002,20
2016,,,e cn388,,education,r,50,matteo,ps 23r richmondtown,,"75,000","30 natick st, staten island, ny 10306",,30,natick st    ,staten island,10306,10306,40.571187,-74.132634,503,138,2006,138,2024,50
2016,,,e cn389,,education,r,50,matteo,ps 23r richmondtown,,"50,000","30 natick st, staten island, ny 10306",,30,natick st    ,staten island,10306,10306,40.571187,-74.132634,503,138,2006,138,2024,50
2016,,,hn cn080,,city university of new york,m,96,citywide,nyc college of technology,,"800,000","300 jay st, brooklyn, ny 11201",,300,jay st    ,brooklyn,11201,11201,40.695547,-73.98714,302,13,1015,13,2010,33
2016,,,hn cn093,,city university of new york,k,36,cornegy,nyc college of technology,,"400,000","300 jay st, brooklyn, ny 11201",,300,jay st    ,brooklyn,11201,11201,40.695547,-73.98714,302,13,1015,13,2010,33
2016,,,hn cn106,,city university of new york,k,33,levin,nyc college of technology,,"90,000","300 jay st, brooklyn, ny 11201",,300,jay st    ,brooklyn,11201,11201,40.695547,-73.98714,302,13,1015,13,2010,33
2016,,,ed nc027,,economic development,q,22,constantinides,hallets cove,,"1,000,000","30-01 vernon blvd, queens, ny 11102",,30-01,vernon blvd    ,queens,11102,11102,40.771654,-73.934018,401,81,1004,81,1004,22
2016,,,p cn093,,parks and recreation,q,22,constantinides,hallets cove playground,,"210,000","30-01 vernon blvd, queens, ny 11102",,30-01,vernon blvd    ,queens,11102,11102,40.771654,-73.934018,401,81,1004,81,1004,22
2016,,,e cn613,,education,x,13,vacca,ps 558x westchester square academy,,"60,000","3002 east tremont ave, bronx, ny 10461",,3002,east tremont ave   ,bronx,10461,10461,40.840521,-73.838053,210,194,1000,194,1003,13
2016,,,e cn813,,education,k,39,lander,charter school 707k brooklyn prospect ,,"35,000","3002 fort hamilton parkway, brooklyn, ny 11218",,3002,fort hamilton parkway   ,brooklyn,11218,11218,40.648404,-73.978508,307,500,1003,500,3003,39
2016,,,p cn108,,parks and recreation,x,16,gibson,roberto clemente park ,,"500,000","301 w tremont ave, bronx, ny 10453",,301,w tremont ave   ,bronx,10453,10453,40.853691,-73.920272,205,247,2001,5302,9000,16
2016,1,,e cn137,,education,x,11,cohen,ps 8x isaac varian,,"450,000","3010 briggs ave, bronx, ny 10458",,3010,briggs ave    ,bronx,10458,10458,40.872612,-73.883574,207,415,4000,415,1000,11
2016,,,hw cn011,,highways,k,48,deutsch,brighton beach avenue between coney island avenue and ocean parkway,,"200,000","301-399 brighton beach ave, brooklyn, ny 11235",,301-399,brighton beach ave   ,brooklyn,11235,11235,40.577058,-73.964059,313,362,2001,362,2001,48
2016,,,po cn800,,police,x,11,cohen,52nd precinct,,"50,000","3016 webster ave, bronx, ny 10467",,3016,webster ave    ,bronx,10467,10467,40.869473,-73.879834,207,425,3005,425,3004,11
2016,1,,po cn804,,police,x,15,torres,52nd precinct,,"140,000","3016 webster ave, bronx, ny 10467",,3016,webster ave    ,bronx,10467,10467,40.869473,-73.879834,207,425,3005,425,3004,11
2016,,,e cn662,,education,q,26,van bramer,ps 267q applied communication,,"35,000","30-20 thomson ave, queens, ny 11101",,30-20,thomson ave    ,queens,11101,11101,40.745095,-73.936635,402,179,2016,179,3006,26
2016,,,e cn663,,education,q,26,van bramer,ps 299q bard early college,,"35,000","30-20 thomson ave, queens, ny 11101",,30-20,thomson ave    ,queens,11101,11101,40.745095,-73.936635,402,179,2016,179,3006,26
2016,,,e cn608,,education,x,13,vacca,ps 71x rose e scala,,"300,000","3040 roberts ave, bronx, ny 10461",,3040,roberts ave    ,bronx,10461,10461,40.845787,-73.829829,210,26602,1003,26602,2003,13
2016,,,pv nc122,,cultural affairs,m,"96, 3","citywide, johnson",second stage theatre inc,,"2,000,000","305 w 43rd st, ny, ny 10036",,305,w 43rd st   ,manhattan,10036,10036,40.758127,-73.989799,104,121,1000,121,2000,3
2016,,,e cn915,,education,x,11,cohen,ps 20x,,"50,000","3050 webster ave, bronx, ny 10467",,3050,webster ave    ,bronx,10467,10467,40.870002,-73.878875,207,425,3005,425,3004,11
2016,,,ha cn064,,housing authority,m,"96, 8","citywide, mark-viverito",corsi houses ,,"1,000,000","306 e 117th st, ny, ny 10035",,306,e 117th st   ,manhattan,10035,10035,40.797489,-73.936856,111,188,2000,188,2000,8
2016,,,hd nc024,,housing preservation & development,x,17,arroyo,high hawk llc,,"500,000","3092 hull ave, bronx, ny 10467",,3092,hull ave    ,bronx,10467,10467,40.872113,-73.878676,207,425,2000,425,3002,11
2016,,,e cn809,,education,k,39,lander,ps 266k park place community,,"35,000","31 ny ave, brooklyn, ny 11216",,31,ny ave    ,brooklyn,11216,11216,40.679097,-73.94684,303,247,1003,247,2000,36
2016,,,pw nc104,,health,q,23,district 23,ny blood center inc,,"35,000","310 e 67th st, ny, ny 10065",,310,e 67th st   ,manhattan,10065,10065,40.765386,-73.960171,108,118,4002,118,1002,5
2016,,,ln cn054,,new york public library,x,15,torres,bronx library center branch,,"200,000","310 e kingsbridge rd, bronx, ny 10458",,310,e kingsbridge rd   ,bronx,10458,10458,40.863276,-73.89422,207,39901,1000,39901,3000,15
2016,,,e cn252,,education,m,5,kallos,ps 290m manhattan new,,"520,000","311 east 82 st, manhattan, ny 10028",,311,east 82 st   ,manhattan,10028,10028,40.775078,-73.953096,108,138,4000,138,1001,5
2016,,,hn cn036,,city university of new york,q,"96, 20, 25, 22, 23, 29, 32, 30, 26, 0","citywide, koo, dromm, constantinides, district 23, koslowitz, ulrich, crowley, van bramer, speaker",laguadia community college,,"2,400,000","31-10 thomson ave, queens, ny 11101",,31-10,thomson ave    ,queens,11101,11101,40.744902,-73.935022,402,179,2014,179,3008,26
2016,,,e cn299,,education,q,20,koo,ps 214q cadwallader colden,,"100,000","31-15 140 st, queens, ny 11354",,31-15,140 st    ,queens,11354,11354,40.770387,-73.828617,407,88901,3003,88901,2003,20
2016,,,e cn300,,education,q,20,koo,ps 214q cadwallader colden,,"50,000","31-15 140 st, queens, ny 11354",,31-15,140 st    ,queens,11354,11354,40.770387,-73.828617,407,88901,3003,88901,2003,20
2016,,,e cn371,,education,k,46,maisel,ps 194k raoul wallenberg,,"100,000","3117 ave w, brooklyn, ny 11229",,3117,ave w    ,brooklyn,11229,11229,40.596757,-73.933499,315,570,2000,570,2000,46
2016,,,hl nc136,,health,x,"8, 15, 17","mark-viverito, torres, arroyo",callen lorde community health center,,"100,000","3144 3rd ave, bronx, ny 10451",,3144,3rd ave    ,bronx,10451,10451,40.822353,-73.910576,201,71,1001,71,1001,17
2016,,,e cn780,,education,m,8,mark-viverito,ps 102m jacqups cartier,,"150,000","315 east 113 st, manhattan, ny 10029",,315,east 113 st   ,manhattan,10029,10029,40.794872,-73.938719,111,180,1002,180,1000,8
2016,1,,e cn152,,education,q,22,constantinides,ps 126q albert shanker for visual and performing arts,,"250,000","31-51 21 st, queens, ny 11106",,31-51,21 st    ,queens,11106,11106,40.766264,-73.930709,401,77,1003,77,1006,22
2016,,,e cn251,,education,m,5,kallos,ps 225m ella baker,,"35,000","317 east 67 st, manhattan, ny 10065",,317,east 67 st   ,manhattan,10065,10065,40.765359,-73.960059,108,118,4001,118,1001,5
2016,,,e cn254,,education,m,5,kallos,ps 449m vanguard,,"35,000","317 east 67 st, manhattan, ny 10065",,317,east 67 st   ,manhattan,10065,10065,40.765359,-73.960059,108,118,4001,118,1001,5
2016,,,e cn255,,education,m,5,kallos,ps 459m manhattan international,,"35,000","317 east 67 st, manhattan, ny 10065",,317,east 67 st   ,manhattan,10065,10065,40.765359,-73.960059,108,118,4001,118,1001,5
2016,,,e cn256,,education,m,5,kallos,ps 519m talent unlimted,,"90,000","317 east 67 st, manhattan, ny 10065",,317,east 67 st   ,manhattan,10065,10065,40.765359,-73.960059,108,118,4001,118,1001,5
2016,,,e cn258,,education,m,5,kallos,ps 565m urban academy ,,"70,000","317 east 67 st, manhattan, ny 10065",,317,east 67 st   ,manhattan,10065,10065,40.765359,-73.960059,108,118,4001,118,1001,5
2016,,,e cn263,,education,m,5,kallos,ps 226m at julia richman education complex,,"35,000","317 east 67th st, ny, ny 10065",,317,east 67th st   ,manhattan,10065,10065,40.765359,-73.960059,108,118,4001,118,1001,5
2016,,,e cn792,,education,k,39,lander,ps 32k samuel mills sprole,,"35,000","317 hoyt st, brooklyn, ny 11231",,317,hoyt st    ,brooklyn,11231,11231,40.680445,-73.991949,306,75,3003,75,3003,39
2016,,,e cn785,,education,k,39,lander,ps 442k carroll gardens for innovation,,"35,000","317 hoyt st, brooklyn, ny 11231",,317,hoyt st    ,brooklyn,11231,11231,40.680445,-73.991949,306,75,3003,75,3003,39
2016,,,e cn213,,education,m,4,garodnick,ps 35m ,,"70,000","317 west 52nd st, manhattan, ny 10019",,317,west 52nd st   ,manhattan,10019,10019,40.763866,-73.985939,104,133,5001,133,1001,3
2016,1,,p cn140,,parks and recreation,m,7,levine,"grant houses, riverside drive and broadway from 130th st to 139th st",,"267,000","3170 broadway, ny, ny 10027",,3170,broadway     ,manhattan,10027,10027,40.814794,-73.958928,109,211,4001,211,1000,7
2016,1,,ha cn032,,housing authority,m,7,levine,grant houses ,,"450,000","3170 broadway, ny, ny 10027",,3170,broadway     ,manhattan,10027,10027,40.814794,-73.958928,109,211,4001,211,1000,7
2016,,,e cn758,,education,m,2,mendez,ps 40m augustus saint gaudens,,"150,000","319 east 19 st, manhattan, ny 10003",,319,east 19 st   ,manhattan,10003,10003,40.735161,-73.982027,106,64,4002,64,2002,2
2016,,,e cn922,,education,m,4,garodnick,ps 40m augustus saint gaudens,,"150,000","319 east 19 st, manhattan, ny 10003",,319,east 19 st   ,manhattan,10003,10003,40.735161,-73.982027,106,64,4002,64,2002,2
2016,,,e cn549,,education,m,6,rosenthal,ps 84m lillian weber,,"290,000","32 west 92 st, manhattan, ny 10025",,32,west 92 st   ,manhattan,10025,10025,40.789526,-73.967574,107,177,5000,177,2000,6
2016,1,,e cn604,,education,q,32,ulrich,ps 323q scholars academy ,,"70,000","320 beach 104th st, queens, ny 11694",,320,beach 104th st   ,queens,11694,11694,40.584109,-73.825711,414,938,3004,938,1000,32
2016,,,e cn259,,education,m,5,kallos,ps 655m life sciences,,"35,000","320 east 96 st, manhattan, ny 10128",,320,east 96 st   ,manhattan,10128,10128,40.783625,-73.945637,108,15601,1000,15601,1000,5
2016,,,e cn466,,education,k,34,reynoso,ps 132k conselyea,,"125,000","320 manhattan ave, brooklyn, ny 11211",,320,manhattan ave    ,brooklyn,11211,11211,40.71466,-73.946108,301,497,3003,497,3003,34
2016,1,,e cn135,,education,x,11,cohen,ps 7x milton fein,,"200,000","3201 kingsbridge ave, bronx, ny 10463",,3201,kingsbridge ave    ,bronx,10463,10463,40.881066,-73.905366,208,287,1003,287,2005,11
2016,,,e cn141,,education,x,11,cohen,ps 280x mosholu parkway,,"50,000","3202 steuben ave, bronx, ny 10467",,3202,steuben ave    ,bronx,10467,10467,40.877202,-73.881773,207,419,7001,419,2002,11
2016,1,,e cn614,,education,q,19,vallone,ps 495q bayside,,"400,000","32-24 corporal kennedy st, queens, ny 11361",,32-24,corporal kennedy st   ,queens,11361,11361,40.771755,-73.780296,411,1097,1010,1097,1010,19
2016,,,e cn257,,education,m,5,kallos,ps 527m east side for social action ,,"105,000","323 east 91 st, manhattan, ny 10128",,323,east 91 st   ,manhattan,10128,10128,40.780763,-73.94869,108,154,1000,154,1002,5
2016,,,e cn923,,education,m,4,garodnick,ps 527m east side for social action ,,"105,000","323 east 91 st, manhattan, ny 10128",,323,east 91 st   ,manhattan,10128,10128,40.780763,-73.94869,108,154,1000,154,1002,5
2016,,,e cn470,,education,k,34,reynoso,ps 614k young womens leadership of brooklyn,,"50,000","325 bushwick ave, brooklyn, ny 11206",,325,bushwick ave    ,brooklyn,11206,11206,40.705204,-73.939407,301,485,2003,487,1003,34
2016,,,ha cn029,,housing authority,k,33,levin,williams plaza,,"77,000","325 roebling st, brooklyn, ny 11211",,325,roebling st    ,brooklyn,11211,11211,40.708208,-73.960999,301,525,1011,525,1012,33
2016,1,,e cn474,,education,k,34,reynoso,ps 19k roberto clemente,,"400,000","325 s 3rd st, brooklyn, ny 11211",,325,s 3rd st   ,brooklyn,11211,11211,40.709647,-73.95465,301,527,7001,527,7001,34
2016,,,e cn111,,education,m,1,chin,ps 184m shang wen,,"40,000","327 cherry st, manhattan, ny 10002",,327,cherry st    ,manhattan,10002,10002,40.711549,-73.986542,103,201,2001,201,2001,1
2016,,,e cn239,,education,m,3,johnson,ps 212m midtown west,,"40,000","328 west 48 st, manhattan, ny 10036",,328,west 48 st   ,manhattan,10036,10036,40.761448,-73.988019,104,127,2000,127,2000,3
2016,,,ln cn026,,new york public library,m,1,chin,chatham square branch,,"125,000","33 e broadway, ny, ny 10002",,33,e broadway    ,manhattan,10002,10002,40.713537,-73.99635,103,8,1001,8,3001,1
2016,,,e cn385,,education,r,50,matteo,ps 72r rocco laurie,,"50,000","33 ferndale ave, staten island, ny 10314",,33,ferndale ave    ,staten island,10314,10314,40.593005,-74.158988,502,27706,1006,27703,1005,51
2016,,,e cn427,,education,k,38,menchaca,ps 295k studio school of arts and culture,,"50,000","330 18 st, brooklyn, ny 11215",,330,18 st    ,brooklyn,11215,11215,40.660976,-73.988297,307,147,1001,147,1001,38
2016,,,e cn424,,education,k,38,menchaca,ps 443k new voices of academic and creative arts,,"50,000","330 18 st, brooklyn, ny 11215",,330,18 st    ,brooklyn,11215,11215,40.660976,-73.988297,307,147,1001,147,1001,38
2016,,,e cn815,,education,k,39,lander,ps 443k new voicps academic and creative arts,,"35,000","330 18 st, brooklyn, ny 11215",,330,18 st    ,brooklyn,11215,11215,40.660976,-73.988297,307,147,1001,147,1001,38
2016,1,,e cn416,,education,k,38,menchaca,ps 503k discovery / ps 506k journalism and technology,,"400,000","330 59 st, brooklyn, ny 11220",,330,59 st    ,brooklyn,11220,11220,40.642121,-74.018997,307,74,3001,74,3001,38
2016,,,e cn074,,education,k,42,barron,ps 328k phyllis wheatley,,"120,000","330 alabama ave, brooklyn, ny 11207",,330,alabama ave    ,brooklyn,11207,11207,40.668167,-73.897835,305,1134,1005,1134,1003,42
2016,,,e cn761,,education,m,2,mendez,ps 104m simon baruch,,"35,000","330 east 21 st, manhattan, ny 10010",,330,east 21 st   ,manhattan,10010,10010,40.736094,-73.980663,106,64,4001,64,2001,2
2016,,,e cn808,,education,k,39,lander,ps 58k carroll,,"35,000","330 smith st, brooklyn, ny 11231",,330,smith st    ,brooklyn,11231,11231,40.680149,-73.994938,306,77,4000,77,4000,39
2016,,,e cn374,,education,k,46,maisel,ps 222k katherine r snyder,,"150,000","3301 quentin road, brooklyn, ny 11234",,3301,quentin road    ,brooklyn,11234,11234,40.613317,-73.938871,318,646,2002,646,2003,46
2016,,,e cn652,,education,q,26,van bramer,ps 166q henry gradstein,,"50,000","33-09 35 ave, queens, ny 11106",,33-09,35 ave    ,queens,11106,11106,40.757309,-73.926733,401,57,1001,57,1004,26
